seqid,start,end,strand,length,product
NC_014532.2,1236928,1237341,-,414,C40 family peptidase
NC_014532.2,1237338,1237823,-,486,DUF1833 family protein
NC_014532.2,1237974,1238567,+,594,gamma subclass chorismate mutase AroQ
NC_014532.2,1238576,1238938,-,363,hypothetical protein
NC_014532.2,1238948,1241458,-,2511,phage tail tape measure protein
NC_014532.2,1241547,1241840,-,294,hypothetical protein
NC_014532.2,1241989,1242276,+,288,type II toxin-antitoxin system HigB family toxin
NC_014532.2,1242280,1242708,+,429,type II toxin-antitoxin system HigA family antitoxin
NC_014532.2,1242782,1242970,-,189,hypothetical protein
NC_014532.2,1243078,1243548,-,471,hypothetical protein
NC_014532.2,1243558,1244493,-,936,phage tail tube protein
NC_014532.2,1244568,1244945,-,378,DUF4128 domain-containing protein
NC_014532.2,1244942,1245331,-,390,hypothetical protein
NC_014532.2,1245333,1245713,-,381,hypothetical protein
NC_014532.2,1245700,1246104,-,405,hypothetical protein
NC_014532.2,1246144,1246377,-,234,hypothetical protein
NC_014532.2,1246380,1247345,-,966,DUF2184 domain-containing protein
NC_014532.2,1247358,1247771,-,414,hypothetical protein
NC_014532.2,1247780,1248886,-,1107,DUF2213 domain-containing protein
NC_014532.2,1248883,1249719,-,837,phage minor head protein
NC_014532.2,1249712,1250956,-,1245,DUF1073 domain-containing protein
NC_014532.2,1250965,1252560,-,1596,hypothetical protein
NC_014532.2,1252560,1253150,-,591,terminase small subunit
NC_014532.2,1253780,1254019,-,240,hypothetical protein
NC_014532.2,1254030,1254344,-,315,hypothetical protein
NC_014532.2,1254341,1254916,-,576,glycoside hydrolase family 108 protein
NC_014532.2,1255226,1255855,-,630,hypothetical protein
NC_014532.2,1255848,1256012,-,165,hypothetical protein
NC_014532.2,1256027,1256425,-,399,hypothetical protein
NC_014532.2,1256422,1256856,-,435,DUF968 domain-containing protein
NC_014532.2,1256853,1257050,-,198,hypothetical protein
NC_014532.2,1257047,1257553,-,507,hypothetical protein
NC_014532.2,1257550,1257894,-,345,hypothetical protein
NC_014532.2,1257891,1258100,-,210,hypothetical protein
NC_014532.2,1258097,1258360,-,264,hypothetical protein
NC_014532.2,1258357,1259091,-,735,hypothetical protein
NC_014532.2,1259095,1260045,-,951,helix-turn-helix domain-containing protein
NC_014532.2,1260042,1260935,-,894,BRO family protein
NC_014532.2,1260904,1261362,-,459,phage regulatory CII family protein
NC_014532.2,1261428,1261625,-,198,helix-turn-helix domain-containing protein
NC_014532.2,1261734,1262426,+,693,S24 family peptidase
NC_014532.2,1262499,1263227,+,729,zeta toxin family protein
NC_014532.2,1263233,1263406,+,174,hypothetical protein
NC_014532.2,1264456,1264848,+,393,hypothetical protein
NC_014532.2,1264845,1265126,-,282,hypothetical protein
NC_014532.2,1265376,1265591,+,216,hypothetical protein
NC_014532.2,1265603,1265758,+,156,hypothetical protein
NC_014532.2,1266045,1266254,+,210,hypothetical protein
NC_014532.2,1266259,1266459,+,201,hypothetical protein
NC_014532.2,1266456,1266785,+,330,hypothetical protein
NC_014532.2,1267000,1267785,+,786,Rad52/Rad22 family DNA repair protein
NC_014532.2,1267778,1268662,+,885,hypothetical protein
NC_014532.2,1268702,1269637,+,936,recombination-associated protein RdgC
NC_014532.2,1269646,1270155,+,510,single-stranded DNA-binding protein
NC_014532.2,1270476,1271066,+,591,hypothetical protein
NC_014532.2,1271174,1271473,-,300,hypothetical protein
NC_014532.2,1271586,1273157,+,1572,DNA cytosine methyltransferase
NC_014532.2,1273154,1273429,+,276,hypothetical protein
NC_014532.2,1273426,1273890,+,465,hypothetical protein
NC_014532.2,1273961,1274356,+,396,hypothetical protein
NC_014532.2,1274349,1274516,+,168,hypothetical protein
NC_014532.2,1274689,1275234,+,546,HD domain-containing protein
NC_014532.2,1275298,1275840,+,543,HNH endonuclease
NC_014532.2,1275857,1276081,+,225,DUF4224 domain-containing protein
NC_014532.2,1276078,1277088,+,1011,tyrosine-type recombinase/integrase
NC_014532.2,1277174,1277956,+,783,class II glutamine amidotransferase
NC_014532.2,1278056,1279726,+,1671,AMP-binding protein
NC_014532.2,1279878,1283915,+,4038,ATP-dependent RNA helicase HrpA
NC_014532.2,1283950,1285071,+,1122,beta-ketoacyl-ACP synthase III
NC_014532.2,1285116,1285895,+,780,VacJ family lipoprotein
NC_014532.2,1285908,1287101,+,1194,PP2C family protein-serine/threonine phosphatase
NC_014532.2,1287088,1287597,+,510,STAS domain-containing protein
NC_014532.2,1287671,1288609,-,939,transaldolase
NC_014532.2,1288772,1289977,+,1206,multidrug effflux MFS transporter
NC_014532.2,1290096,1291121,+,1026,PstS family phosphate ABC transporter substrate-binding protein
NC_014532.2,1291222,1292478,+,1257,phosphate ABC transporter permease subunit PstC
NC_014532.2,1292497,1293663,+,1167,phosphate ABC transporter permease PstA
NC_014532.2,1293729,1294538,+,810,phosphate ABC transporter ATP-binding protein PstB
NC_014532.2,1294903,1295325,+,423,arsenate reductase ArsC
NC_014532.2,1295364,1296395,+,1032,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
NC_014532.2,1296388,1297617,+,1230,organoarsenical effux MFS transporter ArsJ
NC_014532.2,1297636,1297995,+,360,metalloregulator ArsR/SmtB family transcription factor
NC_014532.2,1298029,1298862,-,834,"phosphonate ABC transporter, permease protein PhnE"
NC_014532.2,1298859,1299668,-,810,"phosphonate ABC transporter, permease protein PhnE"
NC_014532.2,1299665,1300501,-,837,phosphonate ABC transporter ATP-binding protein
NC_014532.2,1300578,1301540,-,963,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
NC_014532.2,1301796,1302416,+,621,ATP-binding cassette domain-containing protein
NC_014532.2,1302407,1303210,+,804,ABC transporter permease
NC_014532.2,1303234,1304421,-,1188,acetyl-CoA C-acyltransferase
NC_014532.2,1304551,1305120,+,570,TetR/AcrR family transcriptional regulator
NC_014532.2,1305295,1306959,+,1665,AMP-binding protein
NC_014532.2,1306976,1307755,+,780,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,1307974,1309785,+,1812,acyl-CoA dehydrogenase C-terminal domain-containing protein
NC_014532.2,1310083,1310511,+,429,VOC family protein
NC_014532.2,1310610,1311068,+,459,(2Fe-2S)-binding protein
NC_014532.2,1311080,1313344,+,2265,xanthine dehydrogenase family protein molybdopterin-binding subunit
NC_014532.2,1313398,1314192,-,795,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,1314353,1314898,+,546,GNAT family N-acetyltransferase
NC_014532.2,1314885,1315457,+,573,GNAT family N-acetyltransferase
NC_014532.2,1315504,1315980,+,477,DUF523 domain-containing protein
NC_014532.2,1316715,1317281,+,567,spore coat U domain-containing protein
NC_014532.2,1317366,1317914,+,549,spore coat protein U domain-containing protein
NC_014532.2,1317911,1318465,+,555,spore coat U domain-containing protein
NC_014532.2,1318469,1319221,+,753,molecular chaperone
NC_014532.2,1319366,1321753,+,2388,fimbria/pilus outer membrane usher protein
NC_014532.2,1321769,1322788,+,1020,spore coat U domain-containing protein
NC_014532.2,1322839,1323216,-,378,VOC family protein
NC_014532.2,1323339,1323887,-,549,thioredoxin family protein
NC_014532.2,1324057,1324359,-,303,helix-turn-helix domain-containing protein
NC_014532.2,1324393,1325694,-,1302,adenosylmethionine--8-amino-7-oxononanoate transaminase
NC_014532.2,1325799,1326263,-,465,Lrp/AsnC family transcriptional regulator
NC_014532.2,1326382,1327338,+,957,nucleoside recognition domain-containing protein
NC_014532.2,1327461,1327763,-,303,hypothetical protein
NC_014532.2,1328017,1328343,-,327,hypothetical protein
NC_014532.2,1328536,1329204,-,669,dihydrofolate reductase family protein
NC_014532.2,1330024,1330389,-,366,hypothetical protein
NC_014532.2,1330508,1330927,-,420,hypothetical protein
NC_014532.2,1331038,1331784,-,747,anti-sigma factor domain-containing protein
NC_014532.2,1331781,1332383,-,603,sigma-70 family RNA polymerase sigma factor
NC_014532.2,1333107,1334168,+,1062,helix-hairpin-helix domain-containing protein
NC_014532.2,1334395,1334841,-,447,universal stress protein
NC_014532.2,1335574,1336266,+,693,hypothetical protein
NC_014532.2,1336751,1337464,-,714,dethiobiotin synthase
NC_014532.2,1337466,1338275,-,810,methyltransferase domain-containing protein
NC_014532.2,1338272,1339006,-,735,alpha/beta fold hydrolase
NC_014532.2,1339003,1340163,-,1161,8-amino-7-oxononanoate synthase
NC_014532.2,1340167,1341279,-,1113,biotin synthase BioB
NC_014532.2,1341352,1342056,+,705,ComF family protein
NC_014532.2,1342238,1343224,+,987,serine/threonine protein kinase
NC_014532.2,1343404,1343961,+,558,GTP cyclohydrolase I FolE
NC_014532.2,1343971,1344381,+,411,dihydroneopterin triphosphate 2'-epimerase
NC_014532.2,1344483,1345955,+,1473,NAD-dependent succinate-semialdehyde dehydrogenase
NC_014532.2,1346191,1347771,-,1581,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NC_014532.2,1347842,1348171,-,330,DNA-binding transcriptional regulator Fis
NC_014532.2,1348168,1349226,-,1059,tRNA dihydrouridine synthase DusB
NC_014532.2,1349293,1350207,-,915,50S ribosomal protein L11 methyltransferase
NC_014532.2,1350306,1351646,-,1341,acetyl-CoA carboxylase biotin carboxylase subunit
NC_014532.2,1351675,1352142,-,468,acetyl-CoA carboxylase biotin carboxyl carrier protein
NC_014532.2,1352342,1354201,-,1860,protein-disulfide reductase DsbD
NC_014532.2,1354390,1355424,+,1035,DUF2333 family protein
NC_014532.2,1355502,1356032,-,531,inorganic diphosphatase
NC_014532.2,1356246,1357970,+,1725,bifunctional protein-serine/threonine kinase/phosphatase
NC_014532.2,1358116,1359375,-,1260,6-phosphofructokinase
NC_014532.2,1359595,1360965,+,1371,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
NC_014532.2,1360955,1361575,+,621,flavin prenyltransferase UbiX
NC_014532.2,1361641,1362264,+,624,LysE family translocator
NC_014532.2,1362476,1363879,-,1404,bifunctional DedA family/phosphatase PAP2 family protein
NC_014532.2,1363876,1364829,-,954,diguanylate cyclase domain-containing protein
NC_014532.2,1364822,1365691,-,870,hypothetical protein
NC_014532.2,1365780,1367081,+,1302,glutamate-5-semialdehyde dehydrogenase
NC_014532.2,1367062,1367751,+,690,nicotinate-nucleotide adenylyltransferase
NC_014532.2,1367883,1368254,+,372,ribosome silencing factor
NC_014532.2,1368251,1368718,+,468,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
NC_014532.2,1368753,1370645,+,1893,penicillin-binding protein 2
NC_014532.2,1370647,1371807,+,1161,rod shape-determining protein RodA
NC_014532.2,1371851,1372906,+,1056,lytic murein transglycosylase B
NC_014532.2,1372903,1373811,+,909,septal ring lytic transglycosylase RlpA family protein
NC_014532.2,1373865,1375100,+,1236,D-alanyl-D-alanine carboxypeptidase family protein
NC_014532.2,1375199,1375513,+,315,YbeD family protein
NC_014532.2,1375516,1376148,+,633,lipoyl(octanoyl) transferase LipB
NC_014532.2,1376244,1377302,-,1059,lipoyl synthase
NC_014532.2,1377456,1378445,-,990,LysR family transcriptional regulator
NC_014532.2,1378540,1379439,+,900,biotin carboxylase
NC_014532.2,1379548,1381791,+,2244,DUF3141 domain-containing protein
NC_014532.2,1382027,1384663,+,2637,type I DNA topoisomerase
NC_014532.2,1384660,1385133,+,474,DUF6586 family protein
NC_014532.2,1385274,1385918,+,645,"murein L,D-transpeptidase family protein"
NC_014532.2,1386115,1386378,+,264,Lpp/OprI family alanine-zipper lipoprotein
NC_014532.2,1386505,1387566,-,1062,"L,D-transpeptidase family protein"
NC_014532.2,1387692,1391138,-,3447,transcription-repair coupling factor
NC_014532.2,1391320,1392780,+,1461,glyceraldehyde-3-phosphate dehydrogenase
NC_014532.2,1393074,1394423,+,1350,Na(+)-translocating NADH-quinone reductase subunit A
NC_014532.2,1394423,1395646,+,1224,NADH:ubiquinone reductase (Na(+)-transporting) subunit B
NC_014532.2,1395646,1396458,+,813,Na(+)-translocating NADH-quinone reductase subunit C
NC_014532.2,1396461,1397129,+,669,NADH:ubiquinone reductase (Na(+)-transporting) subunit D
NC_014532.2,1397131,1397748,+,618,NADH:ubiquinone reductase (Na(+)-transporting) subunit E
NC_014532.2,1397818,1399050,+,1233,NADH:ubiquinone reductase (Na(+)-transporting) subunit F
NC_014532.2,1399225,1399479,+,255,(Na+)-NQR maturation NqrM
NC_014532.2,1399571,1400005,-,435,DUF488 domain-containing protein
NC_014532.2,1400002,1400973,-,972,PA2778 family cysteine peptidase
NC_014532.2,1400990,1401379,-,390,PA2779 family protein
NC_014532.2,1401517,1402575,-,1059,DNA polymerase III subunit delta
NC_014532.2,1402586,1403077,-,492,LPS assembly lipoprotein LptE
NC_014532.2,1403099,1405681,-,2583,leucine--tRNA ligase
NC_014532.2,1405901,1406422,+,522,zinc ribbon-containing protein
NC_014532.2,1406426,1407766,-,1341,hypothetical protein
NC_014532.2,1408053,1409348,+,1296,hypothetical protein
NC_014532.2,1409472,1410368,-,897,LysR family transcriptional regulator
NC_014532.2,1410689,1412128,+,1440,3-isopropylmalate dehydratase large subunit
NC_014532.2,1412131,1412775,+,645,3-isopropylmalate dehydratase small subunit
NC_014532.2,1412975,1414054,+,1080,3-isopropylmalate dehydrogenase
NC_014532.2,1414159,1415271,+,1113,aspartate-semialdehyde dehydrogenase
NC_014532.2,1415474,1416406,+,933,tRNA pseudouridine(38-40) synthase TruA
NC_014532.2,1416399,1417040,+,642,phosphoribosylanthranilate isomerase
NC_014532.2,1417092,1418306,+,1215,tryptophan synthase subunit beta
NC_014532.2,1418316,1419119,+,804,tryptophan synthase subunit alpha
NC_014532.2,1419281,1420321,+,1041,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
NC_014532.2,1420332,1421639,+,1308,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
NC_014532.2,1421636,1422337,+,702,SPOR domain-containing protein
NC_014532.2,1422343,1422936,+,594,CvpA family protein
NC_014532.2,1422996,1424513,+,1518,amidophosphoribosyltransferase
NC_014532.2,1424524,1425720,+,1197,O-succinylhomoserine sulfhydrylase
NC_014532.2,1426022,1426576,+,555,cytochrome b
NC_014532.2,1426601,1427185,+,585,YceI family protein
NC_014532.2,1427329,1428120,-,792,2OG-Fe dioxygenase family protein
NC_014532.2,1428471,1430234,+,1764,bifunctional diguanylate cyclase/phosphodiesterase
NC_014532.2,1430336,1431652,+,1317,MATE family efflux transporter
NC_014532.2,1431851,1433110,+,1260,D-amino acid dehydrogenase
NC_014532.2,1433218,1434405,-,1188,amino acid aminotransferase
NC_014532.2,1434406,1434744,-,339,4a-hydroxytetrahydrobiopterin dehydratase
NC_014532.2,1434793,1435623,-,831,phenylalanine 4-monooxygenase
NC_014532.2,1435909,1437474,+,1566,sigma-54-dependent transcriptional regulator
NC_014532.2,1437471,1438085,+,615,hypothetical protein
NC_014532.2,1438090,1438317,-,228,class I SAM-dependent methyltransferase
NC_014532.2,1438343,1438621,-,279,class I SAM-dependent methyltransferase
NC_014532.2,1438596,1439747,-,1152,cyclopropane fatty acyl phospholipid synthase
NC_014532.2,1439913,1440221,+,309,MTH1187 family thiamine-binding protein
NC_014532.2,1440464,1441564,+,1101,4-hydroxyphenylpyruvate dioxygenase
NC_014532.2,1441753,1443213,+,1461,sodium-dependent transporter
NC_014532.2,1443380,1444249,+,870,uroporphyrinogen-III C-methyltransferase
NC_014532.2,1444407,1444724,+,318,septal ring lytic transglycosylase RlpA family protein
NC_014532.2,1444952,1446016,-,1065,ABC transporter substrate-binding protein
NC_014532.2,1446013,1447386,-,1374,sensor histidine kinase N-terminal domain-containing protein
NC_014532.2,1447383,1448045,-,663,response regulator transcription factor
NC_014532.2,1448042,1448641,-,600,helix-turn-helix domain-containing protein
NC_014532.2,1448827,1449813,+,987,tripartite tricarboxylate transporter substrate binding protein
NC_014532.2,1449813,1450265,+,453,tripartite tricarboxylate transporter TctB family protein
NC_014532.2,1450265,1451791,+,1527,tripartite tricarboxylate transporter permease
NC_014532.2,1452123,1453442,+,1320,urea ABC transporter substrate-binding protein
NC_014532.2,1453628,1455229,+,1602,urea ABC transporter permease subunit UrtB
NC_014532.2,1455236,1456360,+,1125,urea ABC transporter permease subunit UrtC
NC_014532.2,1456357,1457196,+,840,urea ABC transporter ATP-binding protein UrtD
NC_014532.2,1457196,1457894,+,699,urea ABC transporter ATP-binding subunit UrtE
NC_014532.2,1458210,1459100,+,891,urease accessory protein UreD
NC_014532.2,1459294,1459596,+,303,urease subunit gamma
NC_014532.2,1459621,1459953,+,333,urease subunit beta
NC_014532.2,1459950,1461677,+,1728,urease subunit alpha
NC_014532.2,1461728,1462201,+,474,urease accessory protein UreE
NC_014532.2,1462191,1462880,+,690,urease accessory protein UreF
NC_014532.2,1463134,1463760,+,627,urease accessory protein UreG
NC_014532.2,1463801,1464391,+,591,HupE/UreJ family protein
NC_014532.2,1464488,1465960,+,1473,phospholipase D-like domain-containing protein
NC_014532.2,1465976,1466905,-,930,YihY/virulence factor BrkB family protein
NC_014532.2,1467128,1468147,+,1020,kinesin K39
NC_014532.2,1468315,1469118,+,804,iron-sulfur cluster carrier protein ApbC
NC_014532.2,1469198,1469764,+,567,dCTP deaminase
NC_014532.2,1469849,1470208,-,360,MmcQ/YjbR family DNA-binding protein
NC_014532.2,1470454,1472403,+,1950,autotransporter outer membrane beta-barrel domain-containing protein
NC_014532.2,1472455,1473189,-,735,phosphoribosylglycinamide formyltransferase
NC_014532.2,1473186,1474259,-,1074,phosphoribosylformylglycinamidine cyclo-ligase
NC_014532.2,1474417,1475496,+,1080,AI-2E family transporter
NC_014532.2,1475493,1476194,+,702,DnaA regulatory inactivator Hda
NC_014532.2,1476241,1477140,-,900,ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB
NC_014532.2,1477299,1477838,-,540,hypothetical protein
NC_014532.2,1477940,1478314,-,375,phasin family protein
NC_014532.2,1478580,1479959,+,1380,lyase family protein
NC_014532.2,1480211,1480783,-,573,hypothetical protein
NC_014532.2,1480874,1481782,-,909,ketopantoate reductase family protein
